id,city,brand,prod_year,color,usage,body_cond,engine_cond,front_chassis,back_chassis,tpi,gearbox,price
wYy-9zDS,ahvaz,peugeot20602,1384,silver,320000,minor_scratch,healthy,intact,intact,7,manual,167000000
wYyyNXWR,ahvaz,peugeot20602,1387,white,330000,colored,healthy,intact,intact,6,manual,192000000
wYy2K3pX,ahvaz,peugeot20602,1383,silver,300000,intact,healthy,intact,intact,8,manual,145000000
wYyqNNV6,ahvaz,peugeot20602,1399,white,9600,intact,healthy,intact,intact,11,manual,415000000
wYyiokeC,ahvaz,peugeot20602,1388,dimgray,190000,minor_scratch,needfix,intact,intact,7,manual,230000000
wYyqcL-H,ahvaz,peugeot20602,1400,white,43000,n/a,n/a,n/a,n/a,n/a,n/a,435000000
wYymMFNb,ahvaz,peugeot20602,1384,silverblue,180000,round_colored,healthy,intact,intact,10,manual,168000000
wYy-4uw4,ahvaz,peugeot20602,1389,white,225000,whole_colored,healthy,intact,intact,12,auto,235000000
wYlmLssx,ahvaz,peugeot20602,1399,ashgray,16000,minor_scratch,healthy,intact,intact,2,manual,400000000
wYy-7gBV,ahvaz,peugeot20602,1400,white,19800,intact,healthy,intact,intact,3,manual,428000000
wYy-4ABw,ahvaz,peugeot20602,1400,white,3500,intact,healthy,intact,intact,10,manual,435000000
wYuC9Aup,ahvaz,peugeot20602,1398,seashell,59000,intact,healthy,intact,intact,7,manual,370000000
wYsGLV0q,ahvaz,peugeot20602,1400,white,9000,intact,healthy,intact,intact,7,manual,440000000
wYy2agrj,ahvaz,peugeot20602,1401,white,2500,intact,n/a,intact,intact,n/a,n/a,465000000
wYyiK_kp,ahvaz,peugeot20602,1399,white,24000,intact,healthy,intact,intact,12,n/a,432000000
wYwGjvtz,ahvaz,peugeot20602,1382,wine,230000,intact,healthy,intact,intact,11,manual,150000000
wYymp2FU,ahvaz,peugeot20602,1399,silver,22000,minor_scratch,healthy,intact,intact,5,n/a,410000000
wYy-YlTt,ahvaz,peugeot20602,1382,black,120000,colored,healthy,intact,intact,6,manual,140000000
wYyuIToi,ahvaz,peugeot20602,1389,white,280000,intact,healthy,intact,intact,2,manual,270000000
wYyqoBaj,ahvaz,peugeot20602,1390,ashgray,176500,minor_scratch,healthy,intact,intact,4,manual,283000000
wYxy_vES,ahvaz,peugeot20602,1401,silver,17000,colored,healthy,intact,intact,10,manual,428000000
wYx2vtw2,ahvaz,peugeot20602,1390,white,200000,colored,healthy,intact,intact,9,n/a,240000000
wYvyCeem,ahvaz,peugeot20602,1400,white,25000,intact,healthy,intact,intact,12,manual,418000000
wYxW-3Pz,ahvaz,peugeot20602,1399,white,48000,intact,healthy,intact,intact,4,manual,420000000
wYxitc5Y,ahvaz,peugeot20602,1380,huntergreen,52639,round_colored,healthy,intact,intact,10,manual,115000000
wYxmtw1v,ahvaz,peugeot20602,1398,dimgray,56000,intact,healthy,intact,intact,1,manual,380000000
wYxCM8N3,ahvaz,peugeot20602,1400,white,15000,intact,healthy,intact,intact,8,manual,430000000
wYxi7gOl,ahvaz,peugeot20602,1400,white,20000,intact,healthy,intact,intact,3,manual,427000000
wYx2IzKk,ahvaz,peugeot20602,1390,seashell,160000,intact,healthy,intact,intact,5,n/a,240000000
wYxSIwX9,ahvaz,peugeot20602,1396,seashell,122000,colored,healthy,intact,intact,3,manual,325000000
wYxC3npX,ahvaz,peugeot20602,1401,white,0,intact,healthy,intact,intact,11,manual,395000000
wYxan8TK,ahvaz,peugeot20602,1400,white,17000,intact,healthy,intact,intact,10,manual,435000000
wYxu2K3i,ahvaz,peugeot20602,1390,cerise,11111,accident,healthy,colored,intact,n/a,manual,200000000
wYxOm3LK,ahvaz,peugeot20602,1401,white,0,intact,healthy,intact,intact,12,manual,438000000
wYxiGHUK,ahvaz,peugeot20602,1400,black,33000,intact,healthy,intact,intact,6,manual,440000000
wYw-CaKZ,ahvaz,peugeot20602,1382,wine,360000,round_colored,healthy,intact,intact,8,manual,150000000
wYxeTsm_,ahvaz,peugeot20602,1400,white,23000,intact,n/a,intact,intact,n/a,n/a,430000000
wYvS-aLD,ahvaz,peugeot20602,1398,white,53000,intact,healthy,intact,intact,1,manual,410000000
wYxizCaF,ahvaz,peugeot20602,1399,white,5100,intact,n/a,intact,intact,n/a,n/a,420000000
wYxWRRpc,ahvaz,peugeot20602,1400,white,35000,collision_rep,healthy,intact,intact,1,manual,418000000
wYw2NTpP,ahvaz,peugeot20602,1401,white,0,intact,healthy,intact,intact,12,manual,465000000
wYwO07uI,ahvaz,peugeot20602,1394,white,110000,intact,healthy,intact,intact,4,manual,318000000
wYwG55kB,ahvaz,peugeot20602,1396,white,75000,intact,healthy,intact,intact,8,manual,370000000
wYwSYdEq,ahvaz,peugeot20602,1400,white,9500,intact,healthy,intact,intact,10,manual,444000000
wYwy3YeI,ahvaz,peugeot20602,1398,white,87000,intact,healthy,intact,intact,10,manual,398000000
wYwqmHkQ,ahvaz,peugeot20602,1401,white,4,intact,healthy,intact,intact,12,manual,465000000
wYwWWPm9,ahvaz,peugeot20602,1401,white,0,intact,n/a,n/a,intact,n/a,n/a,450000000
wYwilQIJ,ahvaz,peugeot20602,1401,red,0,intact,healthy,intact,intact,12,manual,465000000
wYwKFbjG,ahvaz,peugeot20602,1401,white,0,intact,healthy,intact,intact,12,manual,465000000
wYwG16q0,ahvaz,peugeot20602,1399,white,42000,colored,healthy,intact,intact,2,manual,390000000
wYw2EiQg,ahvaz,peugeot20602,1401,white,0,intact,healthy,intact,intact,12,manual,465000000
wYw2TGSm,ahvaz,peugeot20602,1396,black,83000,colored,healthy,intact,intact,6,manual,318000000
wYwCjvrC,ahvaz,peugeot20602,1400,white,38000,colored,healthy,intact,intact,n/a,manual,400000000
wYwOiCWe,ahvaz,peugeot20602,1398,white,80000,intact,healthy,intact,intact,1,manual,395000000
wYw-RuVw,ahvaz,peugeot20602,1401,white,11000,intact,healthy,intact,intact,n/a,manual,454000000
wYwqRNHg,ahvaz,peugeot20602,1400,seashell,200,intact,healthy,intact,intact,3,manual,416000000
wYwqB1N1,ahvaz,peugeot20602,1398,white,75000,intact,healthy,intact,intact,7,manual,385000000
wYwChfDC,ahvaz,peugeot20602,1399,white,40000,intact,healthy,intact,intact,9,manual,410000000
wYt2XXod,ahvaz,peugeot20602,1398,white,59000,intact,healthy,intact,intact,1,n/a,385000000
wYv6P30-,ahvaz,peugeot20602,1398,white,51000,intact,healthy,intact,intact,5,manual,390000000
wYv6_ftq,ahvaz,peugeot20602,1398,seashell,43000,intact,healthy,intact,intact,11,manual,392000000
wYtaNfW9,ahvaz,peugeot20602,1388,white,270000,round_colored,healthy,intact,intact,12,manual,218000000
wYv2e9hg,ahvaz,peugeot20602,1399,white,36000,intact,healthy,intact,intact,10,manual,415000000
wYbqwGfp,ahvaz,peugeot20602,1398,dimgray,51000,intact,healthy,intact,intact,n/a,manual,395000000
wYvit3QL,ahvaz,peugeot20602,1389,white,149000,round_colored,healthy,intact,intact,8,manual,240000000
wYvOcbmF,ahvaz,peugeot20602,1385,dimgray,250000,colored,healthy,intact,intact,2,manual,197000000
wYv2L25Y,ahvaz,peugeot20602,1401,white,0,intact,healthy,intact,intact,12,manual,470000000
wYu6Z30D,ahvaz,peugeot20602,1396,white,10111,minor_scratch,healthy,intact,intact,9,manual,353000000
wYveTQTx,ahvaz,peugeot20602,1395,white,126000,intact,healthy,intact,intact,10,manual,350000000
wYuaffUn,ahvaz,peugeot20602,1401,white,0,intact,healthy,intact,intact,12,manual,465000000
wYumeM-a,ahvaz,peugeot20602,1398,dolphin,23000,intact,healthy,intact,intact,6,manual,420000000
wYuyNy18,ahvaz,peugeot20602,1400,white,36800,intact,healthy,intact,intact,11,manual,420000000
wYuC6myE,ahvaz,peugeot20602,1401,white,2000,intact,healthy,intact,intact,11,manual,473000000
wYuerFle,ahvaz,peugeot20602,1401,white,5000,intact,healthy,intact,intact,7,manual,457000000
wYueZtIe,ahvaz,peugeot20602,1390,white,300000,minor_scratch,healthy,intact,intact,1,manual,240000000
wYtq_bZY,ahvaz,peugeot20602,1398,white,29000,intact,healthy,intact,intact,8,manual,400000000
wYtutvhF,ahvaz,peugeot20602,1396,white,80000,minor_scratch,healthy,intact,intact,7,manual,355000000
wYteoXyS,ahvaz,peugeot20602,1385,white,360000,round_colored,healthy,intact,intact,5,manual,190000000
wYtmWC9J,ahvaz,peugeot20602,1399,white,40000,intact,healthy,intact,intact,6,manual,430000000
wYzyipmd,ahvaz,peugeot20605,1398,white,62000,intact,healthy,intact,intact,6,manual,425000000
wYu2uhgv,ahvaz,peugeot20605,1396,black,80000,minor_scratch,healthy,intact,intact,4,manual,380000000
wYzCCvpd,ahvaz,peugeot20605,1396,black,131000,minor_scratch,healthy,intact,intact,5,manual,360000000
wYySuVos,ahvaz,peugeot20605,1393,white,170000,intact,healthy,intact,intact,6,manual,315000000
wYyidNAW,ahvaz,peugeot20605,1397,ashgray,28000,collision_rep,healthy,intact,intact,6,manual,435000000
wYyWpFdK,ahvaz,peugeot20605,1396,white,150000,colored,healthy,intact,intact,11,manual,345000000
wYyCpbHt,ahvaz,peugeot20605,1398,white,56000,intact,healthy,intact,intact,12,manual,440000000
wYyW4tbP,ahvaz,peugeot20605,1396,white,82000,minor_scratch,healthy,intact,intact,6,manual,385000000
wYy-hlR8,ahvaz,peugeot20605,1390,white,208000,intact,healthy,impact,n/a,8,manual,285000000
wYxSva7E,ahvaz,peugeot20605,1394,white,70000,minor_scratch,healthy,intact,intact,2,manual,380000000
wYx-O3PB,ahvaz,peugeot20605,1396,white,185000,minor_scratch,healthy,intact,intact,8,manual,360000000
wYxuXqPi,ahvaz,peugeot20605,1398,white,79000,intact,healthy,intact,intact,8,manual,440000000
wYxuGECc,ahvaz,peugeot20605,1397,white,86000,minor_scratch,healthy,intact,intact,6,manual,420000000
wYxqFuLP,ahvaz,peugeot20605,1394,blue,93000,intact,healthy,intact,intact,8,manual,380000000
wYwGmrnQ,ahvaz,peugeot20605,1399,white,22000,colored,healthy,intact,intact,12,manual,460000000
wYwmnsBy,ahvaz,peugeot20605,1392,red,230000,minor_scratch,healthy,intact,intact,6,manual,285000000
wYvCU96O,ahvaz,peugeot20605,1393,black,1000,colored,healthy,intact,intact,12,manual,330000000
wYvqBd5k,ahvaz,peugeot20605,1393,white,213000,colored,healthy,intact,intact,1,manual,310000000
wYuCP-3l,ahvaz,peugeot20605,1398,white,56000,colored,healthy,intact,intact,6,manual,390000000
wYuSMVD7,ahvaz,peugeot20605,1395,white,112000,intact,healthy,intact,intact,8,manual,363000000
wYuWRTd2,ahvaz,peugeot20605,1396,red,110000,colored,healthy,intact,intact,3,manual,400000000
wYzyipmd,ahvaz,peugeot20605,1398,white,62000,intact,healthy,intact,intact,6,manual,425000000
wYu2uhgv,ahvaz,peugeot20605,1396,black,80000,minor_scratch,healthy,intact,intact,4,manual,380000000
wYzCCvpd,ahvaz,peugeot20605,1396,black,131000,minor_scratch,healthy,intact,intact,5,manual,360000000
wYzeA2xP,ahvaz,peugeot20605,1395,white,160000,minor_scratch,healthy,colored,intact,6,manual,280000000
wYySuVos,ahvaz,peugeot20605,1393,white,170000,intact,healthy,intact,intact,6,manual,315000000
wYyidNAW,ahvaz,peugeot20605,1397,ashgray,28000,collision_rep,healthy,intact,intact,6,manual,435000000
wYyWpFdK,ahvaz,peugeot20605,1396,white,150000,colored,healthy,intact,intact,11,manual,345000000
wYyCpbHt,ahvaz,peugeot20605,1398,white,56000,intact,healthy,intact,intact,12,manual,440000000
wYyW4tbP,ahvaz,peugeot20605,1396,white,82000,minor_scratch,healthy,intact,intact,6,manual,385000000
wYy-hlR8,ahvaz,peugeot20605,1390,white,208000,intact,healthy,impact,n/a,8,manual,285000000
wYxSva7E,ahvaz,peugeot20605,1394,white,70000,minor_scratch,healthy,intact,intact,2,manual,380000000
wYx-O3PB,ahvaz,peugeot20605,1396,white,185000,minor_scratch,healthy,intact,intact,8,manual,360000000
wYxuXqPi,ahvaz,peugeot20605,1398,white,79000,intact,healthy,intact,intact,8,manual,440000000
wYxuGECc,ahvaz,peugeot20605,1397,white,86000,minor_scratch,healthy,intact,intact,6,manual,420000000
wYxqFuLP,ahvaz,peugeot20605,1394,blue,93000,intact,healthy,intact,intact,8,manual,380000000
wYwGmrnQ,ahvaz,peugeot20605,1399,white,22000,colored,healthy,intact,intact,12,manual,460000000
wYwmnsBy,ahvaz,peugeot20605,1392,red,230000,minor_scratch,healthy,intact,intact,6,manual,285000000
wYvCU96O,ahvaz,peugeot20605,1393,black,1000,colored,healthy,intact,intact,12,manual,330000000
wYvqBd5k,ahvaz,peugeot20605,1393,white,213000,colored,healthy,intact,intact,1,manual,310000000
wYuCP-3l,ahvaz,peugeot20605,1398,white,56000,colored,healthy,intact,intact,6,manual,390000000
wYuSMVD7,ahvaz,peugeot20605,1395,white,112000,intact,healthy,intact,intact,8,manual,363000000
wYuWRTd2,ahvaz,peugeot20605,1396,red,110000,colored,healthy,intact,intact,3,manual,400000000
wYt6MWr9,ahvaz,peugeot20605,1393,dimgray,200000,colored,healthy,intact,intact,12,manual,300000000
wYtCEwMZ,ahvaz,peugeot20605,1396,white,84000,collision_rep,healthy,n/a,n/a,n/a,manual,370000000
wYseKhZJ,ahvaz,peugeot20605,1396,ashgray,153000,n/a,n/a,n/a,n/a,9,manual,375000000
wYsaEYnO,ahvaz,peugeot20605,1393,seashell,170000,colored,healthy,intact,intact,10,manual,345000000
wYrqh24U,ahvaz,peugeot20605,1390,white,200000,intact,healthy,intact,intact,6,manual,275000000
wYoy7Y5o,ahvaz,peugeot20605,1393,white,145000,minor_scratch,healthy,intact,intact,6,manual,331000000
wYoCJuuI,ahvaz,peugeot20605,1393,white,340000,minor_scratch,healthy,intact,intact,4,manual,305000000
wYm6fX3y,ahvaz,peugeot20605,1395,white,135000,colored,healthy,intact,intact,5,manual,320000000
wYmKeL6-,ahvaz,peugeot20605,1394,white,80000,intact,healthy,intact,intact,7,manual,360000000
wYlK3D2z,ahvaz,peugeot20605,1397,ashgray,120000,minor_scratch,healthy,intact,intact,3,manual,375000000
wYjuFY74,ahvaz,peugeot20605,1396,black,150000,minor_scratch,healthy,intact,intact,6,n/a,330000000
wYgG1xr0,ahvaz,peugeot20605,1390,white,130000,minor_scratch,healthy,intact,intact,10,manual,270000000
wYc609sd,ahvaz,peugeot20605,1399,navyblue,36000,minor_scratch,healthy,intact,intact,8,manual,420000000
wYcWQXiL,ahvaz,peugeot20605,1396,white,60000,minor_scratch,healthy,intact,intact,9,manual,385000000
wYaOsD2t,ahvaz,peugeot20605,1395,white,77000,colored,healthy,intact,intact,11,manual,330000000
wYRC6j8d,ahvaz,peugeot20605,1390,white,290000,colored,healthy,intact,intact,3,manual,260000000
wYNupsUa,ahvaz,peugeot20605,1394,white,154000,colored,healthy,intact,intact,8,manual,350000000
wYzSjc1H,kermanshah,peugeot20602,1386,silver,207000,intact,healthy,intact,intact,8,manual,215000000
wYzeSgNV,kermanshah,peugeot20602,1384,silver,172000,minor_scratch,healthy,n/a,intact,n/a,manual,180000000
wYXGnvqs,kermanshah,peugeot20602,1396,cerise,73000,collision_rep,healthy,intact,intact,2,manual,318000000
wYzCx7LA,kermanshah,peugeot20602,1386,ashgray,298000,round_colored,healthy,intact,intact,2,manual,178000000
wYzegxtA,kermanshah,peugeot20602,1388,white,365000,whole_colored,healthy,intact,intact,11,manual,200000000
wYy2fY9r,kermanshah,peugeot20602,1401,seashell,20,intact,healthy,intact,intact,11,manual,465000000
wYxaGGcr,kermanshah,peugeot20602,1400,white,5100,intact,healthy,intact,intact,5,n/a,442000000
wYy6W68R,kermanshah,peugeot20602,1401,white,1230,intact,healthy,intact,intact,9,manual,454000000
wYyyNnlJ,kermanshah,peugeot20602,1401,white,0,intact,healthy,intact,intact,9,manual,460000000
wYwagRQ2,kermanshah,peugeot20602,1389,white,180000,round_colored,healthy,intact,intact,4,manual,227000000
wYySJ3-Q,kermanshah,peugeot20602,1394,ashgray,113000,minor_scratch,healthy,intact,intact,2,manual,295000000
wYyO5xun,kermanshah,peugeot20602,1398,white,100000,colored,healthy,intact,intact,12,manual,360000000
wYyqoYoF,kermanshah,peugeot20602,1401,white,6000,intact,healthy,intact,intact,9,manual,100000000
wYyi2PGG,kermanshah,peugeot20602,1381,white,410000,round_colored,healthy,intact,intact,12,manual,175000000
wYxW98P6,kermanshah,peugeot20602,1383,ashgray,90000,round_colored,healthy,intact,intact,6,manual,150000000
wYw27_Ie,kermanshah,peugeot20602,1400,white,30000,intact,healthy,intact,intact,4,manual,420000000
wYxC81a4,kermanshah,peugeot20602,1382,beige,318000,colored,healthy,intact,intact,1,manual,135000000
wYx67UKx,kermanshah,peugeot20602,1401,white,850,intact,healthy,intact,intact,11,manual,450000000
wYxappRq,kermanshah,peugeot20602,1400,white,9000,intact,healthy,intact,intact,1,manual,440000000
wYxG5guM,kermanshah,peugeot20602,1397,white,67000,intact,healthy,intact,intact,10,n/a,370000000
wYx-4Z4s,kermanshah,peugeot20602,1400,white,9000,intact,healthy,intact,intact,7,manual,442000000
wYx2W64q,kermanshah,peugeot20602,1388,seashell,140000,whole_colored,healthy,intact,intact,2,manual,190000000
wYzSjc1H,kermanshah,peugeot20602,1386,silver,207000,intact,healthy,intact,intact,8,manual,215000000
wYzeSgNV,kermanshah,peugeot20602,1384,silver,172000,minor_scratch,healthy,n/a,intact,n/a,manual,180000000
wYXGnvqs,kermanshah,peugeot20602,1396,cerise,73000,collision_rep,healthy,intact,intact,2,manual,318000000
wYzCx7LA,kermanshah,peugeot20602,1386,ashgray,298000,round_colored,healthy,intact,intact,2,manual,178000000
wYzegxtA,kermanshah,peugeot20602,1388,white,365000,whole_colored,healthy,intact,intact,11,manual,200000000
wYy2fY9r,kermanshah,peugeot20602,1401,seashell,20,intact,healthy,intact,intact,11,manual,465000000
wYxaGGcr,kermanshah,peugeot20602,1400,white,5100,intact,healthy,intact,intact,5,n/a,442000000
wYy6W68R,kermanshah,peugeot20602,1401,white,1230,intact,healthy,intact,intact,9,manual,454000000
wYyyNnlJ,kermanshah,peugeot20602,1401,white,0,intact,healthy,intact,intact,9,manual,460000000
wYyGci2j,kermanshah,peugeot20602,1399,white,37000,intact,healthy,intact,intact,6,manual,405000000
wYwagRQ2,kermanshah,peugeot20602,1389,white,180000,round_colored,healthy,intact,intact,4,manual,227000000
wYySJ3-Q,kermanshah,peugeot20602,1394,ashgray,113000,minor_scratch,healthy,intact,intact,2,manual,295000000
wYyO5xun,kermanshah,peugeot20602,1398,white,100000,colored,healthy,intact,intact,12,manual,360000000
wYyqoYoF,kermanshah,peugeot20602,1401,white,6000,intact,healthy,intact,intact,9,manual,100000000
wYy2Iode,kermanshah,peugeot20602,1399,white,89000,intact,healthy,intact,intact,12,manual,385000000
wYyi2PGG,kermanshah,peugeot20602,1381,white,410000,round_colored,healthy,intact,intact,12,manual,175000000
wYxW98P6,kermanshah,peugeot20602,1383,ashgray,90000,round_colored,healthy,intact,intact,6,manual,150000000
wYw27_Ie,kermanshah,peugeot20602,1400,white,30000,intact,healthy,intact,intact,4,manual,420000000
wYxC81a4,kermanshah,peugeot20602,1382,beige,318000,colored,healthy,intact,intact,1,manual,135000000
wYx67UKx,kermanshah,peugeot20602,1401,white,850,intact,healthy,intact,intact,11,manual,450000000
wYxappRq,kermanshah,peugeot20602,1400,white,9000,intact,healthy,intact,intact,1,manual,440000000
wYxG5guM,kermanshah,peugeot20602,1397,white,67000,intact,healthy,intact,intact,10,n/a,370000000
wYx-4Z4s,kermanshah,peugeot20602,1400,white,9000,intact,healthy,intact,intact,7,manual,442000000
wYx2W64q,kermanshah,peugeot20602,1388,seashell,140000,whole_colored,healthy,intact,intact,2,manual,190000000
wYxG2v3P,kermanshah,peugeot20602,1389,white,153000,minor_scratch,healthy,intact,intact,6,manual,269500000
wYoK6veY,kermanshah,peugeot20602,1401,white,6000,intact,healthy,intact,intact,11,manual,460000000
wYxaFL95,kermanshah,peugeot20602,1399,white,47000,intact,healthy,intact,intact,2,manual,415000000
wYx2T6XR,kermanshah,peugeot20602,1399,white,10000,intact,healthy,intact,intact,3,manual,420000000
wYxSiHVO,kermanshah,peugeot20602,1384,ashgray,290000,minor_scratch,healthy,intact,intact,12,manual,157000000
wYx-xJqk,kermanshah,peugeot20602,1398,ashgray,69000,intact,healthy,intact,intact,2,manual,415000000
wYxahwsF,kermanshah,peugeot20602,1399,black,40000,minor_scratch,healthy,intact,intact,10,manual,420000000
wYuePhp2,kermanshah,peugeot20602,1390,dimgray,155000,round_colored,healthy,intact,intact,12,manual,235000000
wYwmHpXX,kermanshah,peugeot20602,1386,silver,200000,colored,healthy,intact,intact,7,manual,188000000
wYwC3zjJ,kermanshah,peugeot20602,1398,white,29000,intact,healthy,intact,intact,6,manual,420000000
wYwKW0fL,kermanshah,peugeot20602,1401,white,7000,intact,healthy,intact,intact,9,manual,452000000
wYvaPyBs,kermanshah,peugeot20602,1398,white,100000,colored,healthy,intact,intact,12,manual,370000000
wYwGGnDw,kermanshah,peugeot20602,1400,white,12000,intact,healthy,intact,intact,12,manual,432000000
wYvuO7FO,kermanshah,peugeot20602,1400,white,25000,intact,healthy,intact,intact,6,manual,440000000
wYwq1lH8,kermanshah,peugeot20602,1398,white,58000,minor_scratch,healthy,intact,intact,n/a,manual,390000000
wYuiOCxr,kermanshah,peugeot20602,1401,white,0,intact,n/a,n/a,n/a,n/a,n/a,455000000
wYwuTxZt,kermanshah,peugeot20602,1399,white,30000,intact,healthy,intact,intact,12,manual,360000000
wYwejreO,kermanshah,peugeot20602,1385,beige,300000,round_colored,healthy,intact,intact,11,manual,160000000
wYwWTWOe,kermanshah,peugeot20602,1395,white,31500,minor_scratch,healthy,intact,intact,10,manual,373000000
wYqOpMS_,kermanshah,peugeot20602,1396,white,130000,intact,healthy,intact,intact,6,manual,295000000
wYwKgXAA,kermanshah,peugeot20602,1395,white,109000,intact,healthy,intact,intact,12,manual,318000000
wYwiQLOM,kermanshah,peugeot20602,1396,white,68000,intact,healthy,intact,intact,3,n/a,360000000
wYvyNUOY,kermanshah,peugeot20602,1396,white,75000,colored,healthy,intact,intact,12,manual,355000000
wYv2EXE9,kermanshah,peugeot20602,1398,white,4000,intact,healthy,intact,intact,3,manual,430000000
wYv6iRh_,kermanshah,peugeot20602,1400,white,9000,intact,healthy,intact,intact,7,manual,445000000
wYvOh1H-,kermanshah,peugeot20602,1390,white,250000,round_colored,healthy,intact,intact,3,manual,220000000
wYuCf0Yk,kermanshah,peugeot20602,1387,ashgray,200000,intact,healthy,intact,intact,1,manual,205000000
wYu-OJtD,kermanshah,peugeot20602,1399,white,58000,intact,healthy,intact,intact,1,manual,430000000
wYuGuIfu,kermanshah,peugeot20602,1380,black,300000,colored,healthy,intact,intact,7,manual,115000000
wYuK8aS3,kermanshah,peugeot20602,1382,beige,300000,whole_colored,healthy,intact,intact,5,manual,119000000
wYs2C315,kermanshah,peugeot20602,1390,white,228486,round_colored,healthy,intact,intact,11,manual,245000000
wYuirjFP,kermanshah,peugeot20602,1398,white,55000,intact,healthy,intact,intact,9,manual,440000000
wYkGW7ex,kermanshah,peugeot20602,1401,white,1400,intact,healthy,intact,intact,12,manual,465000000
wYty7pZ0,kermanshah,peugeot20602,1397,white,53000,intact,healthy,intact,intact,12,manual,400000000
wYteK3zt,kermanshah,peugeot20602,1399,white,19000,intact,healthy,intact,intact,2,manual,426000000
wYpybSfh,kermanshah,peugeot20602,1400,white,0,intact,healthy,intact,intact,2,manual,451000000
wYtylPyU,kermanshah,peugeot20602,1398,white,74000,intact,healthy,intact,intact,11,manual,412000000
wYtazKiI,kermanshah,peugeot20602,1394,white,200000,intact,healthy,impact,intact,6,manual,295000000
wYtSievg,kermanshah,peugeot20602,1381,black,400000,round_colored,healthy,intact,intact,12,manual,125000000
wYsuWut-,kermanshah,peugeot20602,1401,white,18000,intact,healthy,intact,intact,6,manual,10000000
wYs-UUgP,kermanshah,peugeot20602,1401,white,1800,intact,healthy,intact,intact,11,manual,452000000
wYsaAUgs,kermanshah,peugeot20602,1390,white,20000,round_colored,healthy,impact,intact,4,manual,230000000
wYra-o2B,kermanshah,peugeot20602,1388,ashgray,180000,whole_colored,healthy,intact,intact,1,manual,175000000
wYrKudCg,kermanshah,peugeot20602,1384,silverblue,120000,round_colored,healthy,intact,intact,8,manual,150000000
wYrqtNeH,kermanshah,peugeot20602,1382,huntergreen,440000,round_colored,healthy,intact,intact,10,manual,134000000
wYqqLf4k,kermanshah,peugeot20602,1399,ashgray,36000,intact,healthy,intact,intact,12,manual,410000000
wYmusR2D,kermanshah,peugeot20602,1381,black,353351,whole_colored,healthy,intact,intact,3,manual,125000000
wYpOLg4w,kermanshah,peugeot20602,1399,white,30000,intact,healthy,intact,intact,10,manual,400000000
wYVmnc2G,kermanshah,peugeot20602,1383,beige,188000,minor_scratch,healthy,intact,intact,12,manual,165000000
wYnySGt8,kermanshah,peugeot20602,1400,silver,23000,intact,healthy,intact,intact,5,manual,410000000
wYlGt45g,kermanshah,peugeot20602,1389,white,96000,intact,n/a,intact,intact,n/a,n/a,280000000
wYkqZCl0,kermanshah,peugeot20602,1400,white,13000,intact,healthy,intact,intact,11,manual,390000000
wYkiJULt,kermanshah,peugeot20602,1401,white,8000,intact,healthy,intact,intact,5,manual,455000000
wYkipNaA,kermanshah,peugeot20602,1395,seashell,140000,colored,healthy,intact,intact,7,manual,345000000
wYhKJoNB,kermanshah,peugeot20602,1400,white,0,intact,healthy,intact,intact,3,manual,456000000
wYhmkzS9,kermanshah,peugeot20602,1382,silver,320000,round_colored,healthy,intact,intact,8,manual,150000000
wYhi9kNg,kermanshah,peugeot20602,1399,white,50000,intact,healthy,intact,intact,8,manual,405000000
wYh-Jhe6,kermanshah,peugeot20602,1387,pink,240000,minor_scratch,healthy,intact,intact,7,manual,160000000
wYgujGyV,kermanshah,peugeot20602,1396,white,231000,whole_colored,healthy,intact,intact,8,manual,282000000
wYfOqQRS,kermanshah,peugeot20602,1396,seashell,90000,minor_scratch,healthy,intact,impact,11,manual,300000000
wYcCbNK8,kermanshah,peugeot20602,1384,silverblue,300000,minor_scratch,healthy,intact,intact,9,manual,145000000
wYZSKkQe,kermanshah,peugeot20602,1384,silver,111111,scrap,n/a,n/a,n/a,n/a,manual,25000000
wYYiVHNC,kermanshah,peugeot20602,1380,wine,200000,round_colored,replaced,intact,intact,6,manual,139000000
wYWWzueP,kermanshah,peugeot20602,1398,white,53000,colored,healthy,intact,intact,8,manual,305000000
wYWig01G,kermanshah,peugeot20602,1397,white,50000,colored,healthy,impact,intact,3,manual,360000000
wYU-WazV,kermanshah,peugeot20602,1396,white,65000,intact,healthy,intact,intact,6,manual,285000000
wYTSThg3,kermanshah,peugeot20602,1384,silver,500000,colored,healthy,intact,intact,12,manual,167000000
wYzyRbX3,kermanshah,peugeot20605,1395,white,145000,minor_scratch,healthy,intact,intact,4,manual,340000000
wYyaulaP,kermanshah,peugeot20605,1393,white,119000,intact,healthy,intact,intact,9,manual,345000000
wYzSzK-E,kermanshah,peugeot20605,1394,white,150000,minor_scratch,healthy,intact,intact,2,manual,321000000
wYyqeIGj,kermanshah,peugeot20605,1395,seashell,160000,minor_scratch,healthy,intact,intact,9,manual,340000000
wYyGMoE1,kermanshah,peugeot20605,1395,white,139000,colored,healthy,intact,intact,6,manual,315000000
wYyyalxb,kermanshah,peugeot20605,1392,white,167000,colored,healthy,intact,intact,5,manual,290000000
wYxyeCWS,kermanshah,peugeot20605,1396,seashell,122000,collision_rep,healthy,intact,intact,11,manual,348000000
wYxGNs_u,kermanshah,peugeot20605,1390,white,262000,colored,healthy,intact,intact,9,manual,265000000
